model,score_test,f1,roc_auc,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
RandomForestEntr_BAG_L1,0.9874277947672443,0.1883656509695291,0.9967006208073008,0.39704383282364936,challenge_score,3.1047966480255127,177.86608052253723,435.0382254123688,3.1047966480255127,177.86608052253723,435.0382254123688,1,True,2
RandomForestEntr_BAG_L1_FULL,0.9874277947672443,0.1883656509695291,0.9967006208073008,,challenge_score,3.196319580078125,177.86608052253723,435.0382254123688,3.196319580078125,177.86608052253723,435.0382254123688,1,True,8
WeightedEnsemble_L2,0.8489636425416242,0.03341129301703976,0.9840397443454993,0.42439687393815834,challenge_score,674.4823534488678,621.0303275585175,3202.3323187828064,0.009584903717041016,0.4164106845855713,52.24671220779419,2,True,6
WeightedEnsemble_L2_FULL,0.8302752293577982,0.018848872433524066,0.9826706692133913,,challenge_score,92.54658794403076,,1248.224808216095,0.008797407150268555,,52.24671220779419,2,True,12
RandomForestGini_BAG_L1,0.7951070336391437,0.14526547975421458,0.9725116206926718,0.37750594631328577,challenge_score,2.811131477355957,176.5674388408661,436.711669921875,2.811131477355957,176.5674388408661,436.711669921875,1,True,1
RandomForestGini_BAG_L1_FULL,0.7951070336391437,0.14526547975421458,0.9725116206926718,,challenge_score,2.8322064876556396,176.5674388408661,436.711669921875,2.8322064876556396,176.5674388408661,436.711669921875,1,True,7
ExtraTreesEntr_BAG_L1,0.7745497791369351,0.011150532184490624,0.9736217894119726,0.3525314305130819,challenge_score,2.9990835189819336,177.7410867214203,54.3656210899353,2.9990835189819336,177.7410867214203,54.3656210899353,1,True,4
ExtraTreesEntr_BAG_L1_FULL,0.7745497791369351,0.011150532184490624,0.9736217894119726,,challenge_score,3.0646281242370605,177.7410867214203,54.3656210899353,3.0646281242370605,177.7410867214203,54.3656210899353,1,True,10
ExtraTreesGini_BAG_L1,0.744138634046891,0.012493668748944791,0.9670928496107775,0.34777437988447163,challenge_score,2.8920960426330566,177.16307544708252,54.25030541419983,2.8920960426330566,177.16307544708252,54.25030541419983,1,True,3
ExtraTreesGini_BAG_L1_FULL,0.744138634046891,0.012493668748944791,0.9670928496107775,,challenge_score,2.966308355331421,177.16307544708252,54.25030541419983,2.966308355331421,177.16307544708252,54.25030541419983,1,True,9
NeuralNetTorch_BAG_L1,0.5071355759429154,0.017821116341627436,0.8992081032558055,0.3961943594971118,challenge_score,665.5577569007874,88.43931078910828,2223.970090150833,665.5577569007874,88.43931078910828,2223.970090150833,1,True,5
NeuralNetTorch_BAG_L1_FULL,0.45803601766904517,0.0,0.8756591014246505,,challenge_score,83.44463634490967,11.259219884872437,269.8625795841217,83.44463634490967,11.259219884872437,269.8625795841217,1,True,11
